StreamCatVar,SCmetrics,Year,Label,DataSource
p_lwr_,p_lwr_2004,2004,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2005,2005,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2006,2006,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2007,2007,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2008,2008,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2009,2009,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2010,2010,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2011,2011,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2012,2012,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2013,2013,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2014,2014,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2015,2015,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2016,2016,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_lwr_,p_lwr_2017,2017,P from livestock manure applied to agricultural fields (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1987,1987,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1988,1988,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1989,1989,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1990,1990,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1991,1991,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1992,1992,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1993,1993,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1994,1994,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1995,1995,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1996,1996,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1997,1997,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1998,1998,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_1999,1999,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2000,2000,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2001,2001,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2002,2002,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2003,2003,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2004,2004,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2005,2005,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2006,2006,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2007,2007,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2008,2008,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2009,2009,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2010,2010,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2011,2011,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2012,2012,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2013,2013,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2014,2014,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2015,2015,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2016,2016,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
p_uf_,p_uf_2017,2017,P applied in urban settings to fertilize non-agricultural plants (kg),US EPA National Nutrient Inventory
pctagslphigh,pctagslphigh2001,2001,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2004,2004,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2006,2006,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2008,2008,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2011,2011,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2013,2013,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2016,2016,Percent of agriculture of 20% slope,NLCD
pctagslphigh,pctagslphigh2019,2019,Percent of agriculture of 20% slope,NLCD
pctagslpmid,pctagslpmid2001,2001,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2004,2004,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2006,2006,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2008,2008,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2011,2011,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2013,2013,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2016,2016,Percent of agriculture of 10% slope,NLCD
pctagslpmid,pctagslpmid2019,2019,Percent of agriculture of 10% slope,NLCD
pctcrop,pctcrop2001,2001,Row crop percentage,NLCD
pctcrop,pctcrop2004,2004,Row crop percentage,NLCD
pctcrop,pctcrop2006,2006,Row crop percentage,NLCD
pctcrop,pctcrop2008,2008,Row crop percentage,NLCD
pctcrop,pctcrop2011,2011,Row crop percentage,NLCD
pctcrop,pctcrop2013,2013,Row crop percentage,NLCD
pctcrop,pctcrop2016,2016,Row crop percentage,NLCD
pctcrop,pctcrop2019,2019,Row crop percentage,NLCD
pcthay,pcthay2001,2001,Pasture/hay percentage,NLCD
pcthay,pcthay2004,2004,Pasture/hay percentage,NLCD
pcthay,pcthay2006,2006,Pasture/hay percentage,NLCD
pcthay,pcthay2008,2008,Pasture/hay percentage,NLCD
pcthay,pcthay2011,2011,Pasture/hay percentage,NLCD
pcthay,pcthay2013,2013,Pasture/hay percentage,NLCD
pcthay,pcthay2016,2016,Pasture/hay percentage,NLCD
pcthay,pcthay2019,2019,Pasture/hay percentage,NLCD
pcthighsev,pcthighsev1984,1984,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1985,1985,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1986,1986,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1987,1987,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1988,1988,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1989,1989,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1990,1990,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1991,1991,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1992,1992,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1993,1993,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1994,1994,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1995,1995,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1996,1996,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1997,1997,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1998,1998,Percent high burn severity class,MTBS
pcthighsev,pcthighsev1999,1999,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2000,2000,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2001,2001,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2002,2002,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2003,2003,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2004,2004,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2005,2005,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2006,2006,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2007,2007,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2008,2008,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2009,2009,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2010,2010,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2011,2011,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2012,2012,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2013,2013,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2014,2014,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2015,2015,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2016,2016,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2017,2017,Percent high burn severity class,MTBS
pcthighsev,pcthighsev2018,2018,Percent high burn severity class,MTBS
pctimp,pctimp2001,2001,Mean percent imperviousness,NLCD
pctimp,pctimp2004,2004,Mean percent imperviousness,NLCD
pctimp,pctimp2006,2006,Mean percent imperviousness,NLCD
pctimp,pctimp2008,2008,Mean percent imperviousness,NLCD
pctimp,pctimp2011,2011,Mean percent imperviousness,NLCD
pctimp,pctimp2013,2013,Mean percent imperviousness,NLCD
pctimp,pctimp2016,2016,Mean percent imperviousness,NLCD
pctimp,pctimp2019,2019,Mean percent imperviousness,NLCD
pctimpslphigh,pctimpslphigh2001,2001,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2004,2004,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2006,2006,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2008,2008,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2011,2011,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2013,2013,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2016,2016,Mean percent imperviousness on 10% slope,NLCD
pctimpslphigh,pctimpslphigh2019,2019,Mean percent imperviousness on 10% slope,NLCD
pctimpslpmid,pctimpslpmid2001,2001,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2004,2004,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2006,2006,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2008,2008,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2011,2011,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2013,2013,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2016,2016,Mean percent imperviousness on 20% slope,NLCD
pctimpslpmid,pctimpslpmid2019,2019,Mean percent imperviousness on 20% slope,NLCD
pctlowsev,pctlowsev1984,1984,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1985,1985,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1986,1986,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1987,1987,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1988,1988,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1989,1989,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1990,1990,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1991,1991,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1992,1992,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1993,1993,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1994,1994,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1995,1995,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1996,1996,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1997,1997,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1998,1998,Percent low burn severity class,MTBS
pctlowsev,pctlowsev1999,1999,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2000,2000,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2001,2001,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2002,2002,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2003,2003,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2004,2004,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2005,2005,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2006,2006,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2007,2007,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2008,2008,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2009,2009,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2010,2010,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2011,2011,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2012,2012,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2013,2013,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2014,2014,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2015,2015,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2016,2016,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2017,2017,Percent low burn severity class,MTBS
pctlowsev,pctlowsev2018,2018,Percent low burn severity class,MTBS
pctmodsev,pctmodsev1984,1984,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1985,1985,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1986,1986,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1987,1987,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1988,1988,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1989,1989,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1990,1990,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1991,1991,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1992,1992,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1993,1993,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1994,1994,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1995,1995,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1996,1996,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1997,1997,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1998,1998,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev1999,1999,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2000,2000,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2001,2001,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2002,2002,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2003,2003,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2004,2004,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2005,2005,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2006,2006,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2007,2007,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2008,2008,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2009,2009,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2010,2010,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2011,2011,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2012,2012,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2013,2013,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2014,2014,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2015,2015,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2016,2016,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2017,2017,Percent moderate burn severity class,MTBS
pctmodsev,pctmodsev2018,2018,Percent moderate burn severity class,MTBS
pctundsev,pctundsev1984,1984,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1985,1985,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1986,1986,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1987,1987,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1988,1988,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1989,1989,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1990,1990,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1991,1991,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1992,1992,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1993,1993,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1994,1994,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1995,1995,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1996,1996,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1997,1997,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1998,1998,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev1999,1999,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2000,2000,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2001,2001,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2002,2002,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2003,2003,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2004,2004,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2005,2005,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2006,2006,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2007,2007,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2008,2008,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2009,2009,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2010,2010,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2011,2011,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2012,2012,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2013,2013,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2014,2014,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2015,2015,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2016,2016,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2017,2017,Percent underburned to low burn severity class,MTBS
pctundsev,pctundsev2018,2018,Percent underburned to low burn severity class,MTBS
pcturbhi,pcturbhi2001,2001,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2004,2004,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2006,2006,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2008,2008,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2011,2011,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2013,2013,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2016,2016,Developed high intensity land use percentage,NLCD
pcturbhi,pcturbhi2019,2019,Developed high intensity land use percentage,NLCD
pcturblo,pcturblo2001,2001,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2004,2004,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2006,2006,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2008,2008,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2011,2011,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2013,2013,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2016,2016,Developed low intensity land use percentage,NLCD
pcturblo,pcturblo2019,2019,Developed low intensity land use percentage,NLCD
pcturbmd,pcturbmd2001,2001,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2004,2004,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2006,2006,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2008,2008,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2011,2011,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2013,2013,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2016,2016,Developed medium intensity land use percentage,NLCD
pcturbmd,pcturbmd2019,2019,Developed medium intensity land use percentage,NLCD
pcturbop,pcturbop2001,2001,Developed open space land use percentage,NLCD
pcturbop,pcturbop2004,2004,Developed open space land use percentage,NLCD
pcturbop,pcturbop2006,2006,Developed open space land use percentage,NLCD
pcturbop,pcturbop2008,2008,Developed open space land use percentage,NLCD
pcturbop,pcturbop2011,2011,Developed open space land use percentage,NLCD
pcturbop,pcturbop2013,2013,Developed open space land use percentage,NLCD
pcturbop,pcturbop2016,2016,Developed open space land use percentage,NLCD
pcturbop,pcturbop2019,2019,Developed open space land use percentage,NLCD
popden2010,popden2010,NA,Mean population density 2010 (people/sq km),US Census
rdcrs,rdcrs,NA,Road and stream intersection density (crossings/sq km),Carlisle et al. 2019
rdcrsslpwtd,rdcrsslpwtd,NA,Road and stream intersection x nhd slope (crossings*slope/sq km),Carlisle et al. 2019
rddens,rddens,NA,Mean road density (km/sq km),2010 Census Tiger Lines
superfunddens,superfunddens,NA,Superfund site density (sites/sq km),EPA FRS
tridens,tridens,NA,Toxic release inventory site density (sites/sq km),EPA FRS
wwtpalldens,wwtpalldens,NA,All wastewater treatment density (count/sq km),Pennino et al. 2020
wwtpmajordens,wwtpmajordens,NA,Major wastewater treatment density (count/sq km),Pennino et al. 2020
wwtpminordens,wwtpminordens,NA,Minor wastewater treatment density (count/sq km),Pennino et al. 2020
